Date	Articles	Price	Price-Change	Change
2016-05-27	[(('the', 'search', 'giant', 'said', 'continu', 'resist', 'franc', 'demand', 'europ', 'socal', 'right', 'forgotten', 'rule', 'appli', 'global'), ('a', 'trial', 'san', 'francisco', 'feder', 'court', 'center', 'million', 'line', 'softwar', 'code', 'googl', 'android', 'oper', 'system')), (('googl', 'camera', 'app', 'android', 'much', 'snap', 'standard', 'still', 'photo'), ('french', 'investig', 'raid', 'googl', 'pari', 'headquart', 'tuesday', 'part', 'probe', 'tax', 'evas', 'money', 'launder', 'financi', 'prosecutor', 'offic', 'said', 'confirm', 'medium', 'report'), ('googl', 'fulli', 'compli', 'french', 'law', 'cooper', 'french', 'author', 'spokesman', 'said', 'tuesday', 'respons', 'ongo', 'raid', 'group', 'pari', 'headquart'))]	747.6	25.9	1.0
2016-06-03	[(('the', 'decis', 'appeal', 'mean', 'googl', 'owe', 'silicon', 'valley', 'rival', 'noth', 'code', 'use', 'android', 'oper', 'system'),), (('the', 'compani', 'fight', 'six', 'year', 'use', 'java', 'oracl', 'acquir', 'bought', 'sun', 'microsystem'),), (('allow', 'tech', 'giant', 'get', 'access', 'viewer', 'data', 'could', 'end', 'hurt', 'innov', 'competit'),)]	735.86	-11.7	2.0
2016-06-10	[(('mr', 'fadel', 'star', 'execut', 'known', 'aggress', 'manag', 'style', 'help', 'found', 'maker', 'hightech', 'home', 'devic', 'sold', 'googl', 'billion'),), (('googl', 'make', 'version', 'predict', 'assist', 'softwar', 'appl', 'devic', 'nativ', 'android', 'version', 'featur'),)]	733.19	-2.7	2.0
2016-06-17	[(('googl', 'onlin', 'servic', 'store', 'pictur', 'librari', 'come', 'softwar', 'grab', 'backup', 'copi', 'right', 'camera', 'memori', 'card'),)]	704.25	-28.9	2.0
2016-06-24	[(('googl', 'keep', 'log', 'search', 'locat', 'inform', 'share', 'use', 'compani', 'servic', 'say', 'get', 'save'),)]	685.2	-19.0	2.0
2016-07-01	[(('the', 'alphabet', 'invest', 'unit', 'invest', 'million', 'carecom', 'public', 'trade', 'compani', 'help', 'connect', 'famili', 'caregiv'),)]	710.25	25.0	1.0
2016-07-08	[(('offici', 'visit', 'technolog', 'giant', 'offic', 'madrid', 'part', 'inquiri', 'broaden', 'scrutini', 'europ', 'compani', 'pay', 'tax'), ('automat', 'backup', 'keep', 'pictur', 'cloud', 'download', 'copi', 'want', 'edit', 'favorit', 'desktop', 'photo', 'program')), (('two', 'selfdriv', 'car', 'pioneer', 'distinct', 'view', 'role', 'person', 'behind', 'wheel'),), (('a', 'california', 'man', 'told', 'polic', 'googl', 'watch', 'him', 'stand', 'accus', 'firebomb', 'street', 'view', 'car', 'shoot', 'window'),)]	717.78	7.5	1.0
2016-07-15	[(('the', 'claim', 'relat', 'search', 'giant', 'onlin', 'advertis', 'tool', 'part', 'search', 'busi', 'link', 'onlin', 'shop'), ('margreth', 'vestag', 'european', 'union', 'competit', 'commission', 'announc', 'thursday', 'new', 'round', 'antitrust', 'competit', 'charg', 'googl'))]	735.63	17.9	1.0
2016-07-22	[(('the', 'compani', 'financ', 'seri', 'project', 'support', 'european', 'cultur', 'educ', 'regulatori', 'woe', 'continu', 'compound'),)]	759.28	23.6	1.0
2016-07-29	[(('googl', 'recent', 'chang', 'adtrack', 'practic', 'say', 'whether', 'want', 'use', 'new', 'tool'),), (('analyst', 'say', 'global', 'cloudcomput', 'busi', 'worth', 'billion', 'amazon', 'microsoft', 'current', 'leader', 'industri'),)]	791.34	32.1	1.0
2016-08-05	[(('it', 'major', 'recoveri', 'lukewarm', 'previous', 'quarter', 'prove', 'internet', 'behemoth', 'still', 'room', 'energi', 'grow'),), (('googl', 'mail', 'program', 'offer', 'user', 'choic', 'nofril', 'instantmessag', 'servic', 'fullfeatur', 'communic', 'hub'),)]	806.93	15.6	1.0
2016-08-12	[(('chris', 'urmson', 'instrument', 'build', 'googl', 'selfdriv', 'car', 'project', 'said', 'friday', 'leav', 'team', 'seven', 'half', 'year'),), (('googl', 'map', 'pull', 'data', 'sever', 'place', 'includ', 'crowdsourc', 'highway', 'report', 'waze', 'servic', 'warn', 'what', 'road'), ('investig', 'search', 'tuesday', 'clue', 'case', 'yearold', 'googl', 'employe', 'found', 'slain', 'wood', 'near', 'mother', 'massachusett', 'home', 'hour', 'leav', 'jog', 'polic', 'said')), (('alphabet', 'inc', 'ventur', 'capit', 'arm', 'gv', 'said', 'bill', 'mari', 'lead', 'voic', 'ventur', 'industri', 'leav', 'invest', 'firm', 'found', 'ran', 'chief', 'execut', 'close', 'eight', 'year'), ('russia', 'antimonopoli', 'watchdog', 'said', 'thursday', 'googl', 'would', 'pay', 'million', 'roubl', 'million', 'pound', 'fine', 'preinstal', 'applic', 'mobil', 'devic', 'run', 'android', 'oper', 'system'))]	807.05	0.1	1.0
2016-08-19	[(('the', 'search', 'giant', 'mobil', 'oper', 'system', 'found', 'unfair', 'favor', 'digit', 'servic', 'like', 'googl', 'map', 'russian', 'rival'), ('there', 'social', 'medium', 'storm', 'outrag', 'remov', 'palestin', 'label', 'googl', 'say', 'label', 'first', 'place'), ('south', 'korea', 'antitrust', 'regul', 'said', 'friday', 'look', 'whether', 'googl', 'violat', 'countri', 'anticompetit', 'law', 'acknowledg', 'formal', 'scrutini', 'global', 'internet', 'search', 'compani', 'first', 'time'), ('south', 'korea', 'antitrust', 'regul', 'said', 'friday', 'look', 'whether', 'googl', 'violat', 'countri', 'anti', 'competit', 'law', 'acknowledg', 'formal', 'scrutini', 'global', 'internet', 'search', 'compani', 'first', 'time')), (('googl', 'own', 'map', 'navig', 'app', 'googl', 'map', 'waze', 'take', 'approach', 'get', 'destin'), ('now', 'need', 'phone', 'number', 'start', 'video', 'call', 'contact', 'us', 'android', 'iosbas', 'smartphon'), ('russia', 'state', 'antimonopoli', 'watchdog', 'fas', 'said', 'tuesday', 'alphabet', 'inc', 'googl', 'fail', 'reach', 'outofcourt', 'settlement', 'case', 'googl', 'android', 'oper', 'system', 'interfax', 'news', 'agenc', 'report')), (('unlik', 'appl', 'facetim', 'app', 'duo', 'use', 'android', 'io', 'univers'), ('a', 'russian', 'court', 'wednesday', 'turn', 'appeal', 'googl', 'antimonopoli', 'case', 'preinstal', 'applic', 'mobil', 'devic', 'run', 'android', 'oper', 'system', 'interfax', 'news', 'agenc', 'report'), ('russia', 'antimonopoli', 'regul', 'said', 'alphabet', 'inc', 'googl', 'must', 'compli', 'rule', 'within', 'eight', 'day', 'could', 'face', 'addit', 'fine', 'court', 'turn', 'firm', 'appeal', 'russian', 'news', 'agenc', 'report', 'wednesday')), (('the', 'app', 'fit', 'googl', 'playbook', 'over', 'last', 'year', 'googl', 'increas', 'offer', 'import', 'softwar', 'internet', 'servic', 'iphon', 'custom'),)]	799.65	-7.4	2.0
2016-08-26	[(('more', 'major', 'technolog', 'communic', 'compani', 'said', 'friday', 'join', 'us', 'govern', 'crack', 'robocal', 'autom', 'prerecord', 'phone', 'call', 'regul', 'label', 'scourg'),), (('googl', 'readi', 'start', 'send', 'latest', 'version', 'android', 'oper', 'system', 'hand', 'devic'),)]	793.22	-6.4	2.0
2016-09-02	[(('alphabet', 'inc', 'googl', 'selfdriv', 'car', 'project', 'took', 'step', 'closer', 'market', 'hire', 'top', 'execut', 'airbnb', 'onlin', 'vacat', 'home', 'rental', 'marketplac'),), (('alphabet', 'inc', 'googl', 'close', 'win', 'paypal', 'hold', 'inc', 'client', 'cloud', 'busi', 'potenti', 'beat', 'amazoncom', 'inc', 'microsoft', 'corp', 'cnbc', 'report', 'tuesday'), ('alphabet', 'inc', 'googl', 'unit', 'plan', 'open', 'rideshar', 'program', 'waze', 'app', 'user', 'san', 'francisco', 'fall', 'pit', 'uber', 'technolog', 'inc', 'uberul', 'wall', 'street', 'journal', 'report'), ('googl', 'prepar', 'expand', 'san', 'francisco', 'carpool', 'program', 'move', 'could', 'could', 'set', 'showdown', 'onetim', 'alli', 'popular', 'ridehail', 'servic', 'uber')), (('a', 'googl', 'execut', 'kept', 'meet', 'step', 'uber', 'board', 'search', 'giant', 'expand', 'nascent', 'ride', 'share', 'servic', 'san', 'francisco'), ('the', 'latest', 'tech', 'giant', 'woo', 'fashion', 'world', 'isnt', 'social', 'network', 'it', 'search', 'engin'))]	796.87	3.6	1.0
2016-09-09	[(('if', 'manag', 'meet', 'differ', 'part', 'world', 'make', 'googl', 'calendar', 'show', 'two', 'time', 'zone', 'browser'),)]	788.48	-8.4	2.0
2016-09-16	[(('you', 'use', 'export', 'command', 'microsoft', 'outlook', 'start', 'transfer', 'contact', 'differ', 'mail', 'program'), ('appl', 'inc', 'alphabet', 'inc', 'googl', 'engag', 'practic', 'undermin', 'competit', 'smartphon', 'app', 'market', 'nikkei', 'said', 'cite', 'report', 'japan', 'ministri', 'economi', 'trade', 'industri')), (('indonesia', 'tax', 'offic', 'investig', 'alphabet', 'inc', 'googl', 'suspect', 'unpaid', 'tax', 'billion', 'dollar', 'worth', 'advertis', 'revenu', 'senior', 'financ', 'ministri', 'offici', 'said', 'thursday'), ('appl', 'inc', 'alphabet', 'inc', 'googl', 'engag', 'practic', 'undermin', 'competit', 'smartphon', 'app', 'market', 'advisori', 'panel', 'japan', 'ministri', 'economi', 'trade', 'industri', 'alleg', 'thursday'))]	797.97	9.5	1.0
2016-09-23	[(('indonesia', 'plan', 'pursu', 'alphabet', 'inc', 'googl', 'five', 'year', 'back', 'tax', 'search', 'giant', 'could', 'face', 'bill', 'million', 'alon', 'found', 'avoid', 'payment', 'senior', 'tax', 'offici', 'said'),), (('alphabet', 'googl', 'given', 'extra', 'three', 'week', 'respond', 'eu', 'antitrust', 'charg', 'abus', 'domin', 'android', 'mobil', 'oper', 'system', 'squeez', 'rival', 'european', 'commiss', 'said', 'tuesday'),), (('taiwan', 'defens', 'ministri', 'said', 'wednesday', 'ask', 'googl', 'blur', 'satellit', 'imag', 'show', 'expert', 'say', 'appear', 'new', 'militari', 'instal', 'itu', 'aba', 'taipei', 'sole', 'hold', 'disput', 'south', 'china', 'sea'), ('googlepar', 'alphabet', 'inc', 'launch', 'allo', 'messag', 'app', 'incorpor', 'googl', 'search', 'featur', 'chatbot', 'us', 'machin', 'learn', 'improv', 'time'), ('googl', 'map', 'revolution', 'get', 'point', 'a', 'point', 'b', 'googl', 'trip', 'aim', 'vacat')), (('taiwan', 'defenc', 'ministri', 'said', 'ask', 'googl', 'blur', 'satellit', 'imag', 'show', 'expert', 'say', 'appear', 'new', 'militari', 'instal', 'itu', 'aba', 'taipei', 'sole', 'hold', 'hot', 'disput', 'south', 'china', 'sea'),)]	814.96	17.0	1.0
2016-09-30	[(('taiwan', 'made', 'unusu', 'request', 'blur', 'pictur', 'appear', 'new', 'militari', 'instal', 'island', 'south', 'china', 'sea', 'claim', 'four', 'countri'),), (('googl', 'unit', 'alphabet', 'inc', 'said', 'tuesday', 'launch', 'googl', 'station', 'india', 'servic', 'aim', 'deepen', 'reach', 'across', 'countri', 'search', 'giant', 'seek', 'bring', 'peopl', 'googl', 'platform'), ('googl', 'look', 'establish', 'partnership', 'insur', 'compani', 'parent', 'compani', 'alphabet', 'busi', 'includ', 'nest', 'make', 'smart', 'thermostat', 'smoke', 'detector', 'manag', 'director', 'french', 'divis', 'said')), (('googl', 'threaten', 'declin', 'web', 'search', 'it', 'make', 'bold', 'bet', 'come', 'next', 'allknow', 'digit', 'helper'),)]	804.06	-10.9	2.0
2016-10-07	[(('reorgan', 'umbrella', 'compani', 'alphabet', 'done', 'wonder', 'googl', 'le', 'grab', 'bag', 'eclect', 'project', 'rang', 'robot', 'car', 'internetbeam', 'balloon', 'suffer', 'cost', 'grow', 'pain'),), (('eu', 'antitrust', 'regul', 'plan', 'order', 'alphabet', 'googl', 'stop', 'pay', 'financi', 'incent', 'smartphon', 'maker', 'preinstal', 'googl', 'search', 'exclus', 'devic', 'warn', 'compani', 'larg', 'fine', 'eu', 'document', 'show'),), (('googl', 'unveil', 'answer', 'echo', 'artifici', 'intellig', 'home', 'devic', 'vault', 'amazon', 'ahead', 'googl', 'race', 'build', 'technolog', 'interact', 'human', 'do'), ('googl', 'expect', 'reveal', 'googl', 'home', 'labor', 'depart', 'report', 'penultim', 'job', 'report', 'schedul', 'presidenti', 'elect'), ('alphabet', 'googl', 'given', 'end', 'octob', 'fourth', 'extens', 'rebut', 'eu', 'antitrust', 'charg', 'us', 'domin', 'android', 'mobil', 'oper', 'system', 'block', 'competitor', 'european', 'commiss', 'said', 'monday')), (('alphabet', 'inc', 'googl', 'tuesday', 'announc', 'new', 'pixel', 'smartphon', 'suit', 'new', 'consum', 'electron', 'product', 'home', 'plant', 'firm', 'hardwar', 'busi', 'challeng', 'appl', 'inc', 'iphon', 'high', 'end', 'bill'), ('googl', 'ratchet', 'rivalri', 'appl', 'amazon', 'unveil', 'new', 'smartphon', 'internetconnect', 'speaker', 'channel', 'digit', 'assist', 'gadget', 'compani', 'hope', 'make', 'indispens'), ('wikileak', 'founder', 'julian', 'assang', 'promis', 'signific', 'disclosur', 'subject', 'includ', 'us', 'elect', 'googl', 'come', 'week', 'secretspil', 'group', 'mark', 'th', 'anniversari', 'tuesday'), ('mike', 'isaac', 'technolog', 'report', 'the', 'new', 'york', 'time', 'said', 'hell', 'pay', 'attent', 'googl', 'daydream', 'vr', 'headset', 'new', 'phone'), ('an', 'oregon', 'teenag', 'invent', 'bandag', 'tell', 'doctor', 'need', 'chang', 'impress', 'googl', 'judg', 'secur', 'scholarship')), (('googl', 'new', 'strategi', 'control', 'hardwar', 'softwar', 'put', 'direct', 'competit', 'appl', 'mani', 'android', 'partner'), ('googl', 'product', 'launch', 'tuesday', 'much', 'jab', 'appl', 'inc', 'iphon', 'sale', 'pitch', 'new', 'pixel', 'phone', 'execut', 'mountain', 'view', 'internet', 'search', 'compani', 'take', 'shot', 'competitor', 'everi', 'turn'), ('googl', 'written', 'euro', 'bill', 'run', 'yearold', 'spanish', 'boy', 'mistaken', 'believ', 'earn', 'money', 'advertis', 'account', 'open', 'internet', 'giant', 'promot', 'video', 'municip', 'band'), ('googl', 'selfdriv', 'vehicl', 'master', 'complex', 'situat', 'public', 'road', 'car', 'go', 'wrong', 'way', 'bicycl', 'dart', 'front', 'traffic', 'technolog', 'compani', 'strive', 'win', 'highprofil', 'race', 'achiev', 'full', 'vehicl', 'automati'), ('appl', 'inc', 'alphabet', 'inc', 'googl', 'cocacola', 'co', 'top', 'list', 'world', 'valuabl', 'brand', 'technolog', 'automot', 'brand', 'domin', 'overal', 'rank', 'accord', 'new', 'report', 'brand', 'consult', 'interbrand')), (('the', 'compani', 'spotti', 'track', 'record', 'devic', 'push', 'artifici', 'intellig', 'make', 'side', 'shop', 'import', 'ever'), ('share', 'twitter', 'slump', 'percent', 'late', 'wednesday', 'recod', 'report', 'googl', 'own', 'alphabet', 'would', 'move', 'forward', 'bid', 'acquir', 'social', 'network'))]	800.71	-3.3	2.0
2016-10-14	[(('googl', 'new', 'pixel', 'smartphon', 'fast', 'market', 'start', 'million', 'televis', 'ad', 'two', 'day', 'sinc', 'announc', 'upcom', 'launch', 'ad', 'execut', 'expect', 'googl', 'spend', 'hundr', 'million', 'keep', 'rival', 'sam'),), (('alphabet', 'inc', 'googl', 'said', 'bought', 'famebit', 'onlin', 'technolog', 'platform', 'connect', 'brand', 'youtub', 'star', 'creat', 'promot', 'content'),), (('alphabet', 'unit', 'googl', 'given', 'three', 'week', 'counter', 'eu', 'antitrust', 'charg', 'unfair', 'demot', 'rival', 'shop', 'servic', 'internet', 'search', 'result', 'move', 'could', 'delay', 'regul', 'decis', 'sixyearold', 'case'),)]	804.6	3.9	1.0
2016-10-21	[(('technolog', 'giant', 'ibm', 'corp', 'googl', 'seven', 'other', 'join', 'hand', 'launch', 'open', 'specif', 'boost', 'datacent', 'server', 'perform', 'ten', 'time', 'take', 'intel', 'corp'), ('the', 'eus', 'antitrust', 'regul', 'accus', 'alphabet', 'unit', 'googl', 'stifl', 'competit', 'three', 'separ', 'case', 'left', 'open', 'possibl', 'action', 'us', 'technolog', 'giant')), (('the', 'pixel', 'us', 'android', 'softwar', 'assist', 'ai', 'virtual', 'assist', 'is', 'relat', 'speak', 'mediocr', 'fan', 'android', 'wont', 'regret', 'buy', 'one'), ('googl', 'phone', 'disappoint', 'it', 'like', 'around', 'long', 'time', 'that', 'it', 'part', 'complex', 'technolog', 'character', 'new', 'competit')), (('alphabet', 'inc', 'googl', 'reach', 'agreement', 'cbs', 'corp', 'carri', 'network', 'plan', 'web', 'tv', 'servic', 'advanc', 'talk', 'st', 'centuri', 'fox', 'walt', 'disney', 'co', 'viacom', 'inc', 'distribut', 'channel', 'peopl', 'knowledg', 'th'), ('alphabet', 'inc', 'googl', 'unit', 'automak', 'object', 'wednesday', 'california', 'propos', 'set', 'new', 'mandatori', 'rule', 'test', 'selfdriv', 'car', 'state', 'industri', 'offici', 'said', 'could', 'hobbl', 'effort', 'home', 'much', 'selfdr')), (('after', 'donald', 'j', 'trump', 'deni', 'support', 'invas', 'iraq', 'hillari', 'clinton', 'urg', 'voter', 'search', 'onlin'), ('googl', 'donald', 'trump', 'iraq', 'said', 'and', 'see', 'dozen', 'sourc', 'verifi', 'invas', 'iraq'))]	824.06	19.5	1.0
2016-10-28	[(('thailand', 'govern', 'met', 'repres', 'internet', 'giant', 'googl', 'amid', 'grow', 'call', 'thai', 'hardlin', 'royalist', 'bring', 'insult', 'monarchi', 'justic', 'mani', 'thai', 'look', 'uncertainti', 'futur', 'without', 'rever'), ('internet', 'search', 'data', 'tell', 'u', 'someth', 'elect', 'day', 'what', 'someth', 'is', 'though', 'hard', 'say')), (('appl', 'report', 'offer', 'first', 'look', 'sale', 'iphon', 'extra', 'busi', 'get', 'sinc', 'samsung', 'troubl', 'galaxi', 'note'),), (('alphabet', 'googl', 'parent', 'compani', 'said', 'would', 'halt', 'discuss', 'citi', 'plan', 'expand', 'network', 'would', 'reduc', 'staff', 'googl', 'fiber'),)]	819.56	-4.5	2.0
2016-11-04	[(('what', 'need', 'remov', 'chang', 'store', 'credit', 'card', 'want', 'switch', 'differ', 'payment', 'method', 'entir'),), (('which', 'better', 'helper', 'googl', 'home', 'amazon', 'echo', 'a', 'sidebysid', 'test', 'six', 'day', 'reveal', 'strength', 'weak'), ('the', 'search', 'giant', 'face', 'three', 'case', 'accus', 'hamper', 'consum', 'choic', 'crippl', 'competitor', 'deni'))]	781.1	-38.5	2.0
2016-11-11	[(('for', 'month', 'googl', 'fix', 'someth', 'protonmail', 'push', 'deep', 'googl', 'search', 'result', 'remind', 'conflict', 'interest', 'compani', 'core'),), (('in', 'charg', 'brought', 'recent', 'googl', 'earlier', 'microsoft', 'offici', 'say', 'compani', 'favor', 'servic', 'rival'),)]	771.75	-9.4	2.0
2016-11-18	[(('the', 'unit', 'state', 'doesnt', 'right', 'forgotten', 'law', 'europ', 'doe', 'googl', 'consid', 'request', 'remov', 'inform', 'search', 'result'),), (('after', 'critic', 'might', 'allow', 'fake', 'news', 'influenc', 'elect', 'compani', 'ban', 'site', 'use', 'advertis', 'servic'),)]	775.97	4.2	1.0
2016-11-25	[(('saroo', 'journey', 'begin', 'accident', 'travel', 'mile', 'home', 'central', 'india', 'street', 'calcutta'),)]	780.23	4.3	1.0
2016-12-02	[(('gmail', 'attempt', 'make', 'life', 'easier', 'scan', 'messag', 'remind', 'pend', 'event', 'pick', 'want', 'nag', 'about'),)]	764.46	-15.8	2.0
2016-12-09	[(('the', 'internet', 'giant', 'spent', 'year', 'migrat', 'sourc', 'electr', 'power', 'giant', 'data', 'center', 'sourc', 'like', 'wind', 'turbin', 'solar', 'panel'),)]	809.45	45.0	1.0
2016-12-16	[(('like', 'notetak', 'app', 'there', 'googl', 'softwar', 'serf', 'digit', 'locker', 'stash', 'save', 'web', 'page', 'audio', 'clip', 'photo', 'text', 'more'),), (('a', 'billion', 'data', 'center', 'transform', 'learn', 'experi', 'rural', 'communiti', 'student', 'state', 'school', 'struggl'),), (('while', 'washington', 'fret', 'atttim', 'warner', 'merger', 'silicon', 'valley', 'giant', 'taken', 'medium', 'busi'), ('the', 'decis', 'signal', 'compani', 'think', 'selfdriv', 'technolog', 'move', 'beyond', 'research', 'project', 'status', 'readi', 'commerci'))]	809.84	0.4	1.0
2016-12-23	[(('with', 'push', 'tech', 'industri', 'other', 'autom', 'vehicl', 'get', 'green', 'light', 'without', 'yield', 'public', 'interest'),)]	807.8	-2.0	2.0
2016-12-30	[(('new', 'featur', 'flight', 'price', 'alert', 'devic', 'translat', 'languag', 'tell', 'plane', 'depart', 'eas', 'guesswork'),)]	792.45	-15.3	2.0
2017-01-06	[(('amp', 'method', 'load', 'mobil', 'web', 'page', 'quick', 'rais', 'concern', 'among', 'small', 'publish', 'worri', 'lose', 'control', 'content'),)]	825.21	32.8	1.0
2017-01-13	[(('the', 'move', 'came', 'novemb', 'court', 'rule', 'found', 'profession', 'network', 'servic', 'violat', 'russia', 'internet', 'law'),), (('the', 'minivan', 'built', 'fiat', 'chrysler', 'selfdriv', 'sensor', 'waymo', 'first', 'heavyweight', 'collabor', 'major', 'automak', 'one', 'silicon', 'valley', 'elit'),), (('from', 'exploratori', 'work', 'weve', 'come', 'two', 'open', 'sourc', 'plugin', 'share', 'communiti', 'dronegk', 'googl', 'contain', 'engin', 'dronega', 'googl', 'app', 'engin'),)]	830.94	5.7	1.0
